Time,altitude via 2D coords,altitude via 3D coords,altitude via ecc ano,altitude via true ano
527,425738.820042,422005.585622,425738.820042,425738.820042
528,425743.418415,422005.751221,425743.418415,425743.418415
529,425748.015017,422005.912423,425748.015017,425748.015017
530,425752.609843,422006.069223,425752.609843,425752.609843
531,425757.202886,422006.221616,425757.202886,425757.202886
532,425761.794141,422006.369594,425761.794141,425761.794141
533,425766.383601,422006.513153,425766.383601,425766.383601
534,425770.971262,422006.652287,425770.971262,425770.971262
535,425775.557116,422006.786989,425775.557116,425775.557116
536,425780.141159,422006.917255,425780.141159,425780.141159
537,425784.723385,422007.043077,425784.723385,425784.723385
538,425789.303787,422007.164451,425789.303787,425789.303787
539,425793.882360,422007.281371,425793.882360,425793.882360
540,425798.459098,422007.393830,425798.459098,425798.459098
541,425803.033996,422007.501823,425803.033996,425803.033996
542,425807.607047,422007.605345,425807.607047,425807.607047
543,425812.178246,422007.704389,425812.178246,425812.178246
544,425816.747586,422007.798949,425816.747586,425816.747586
545,425821.315063,422007.889020,425821.315063,425821.315063
546,425825.880670,422007.974597,425825.880670,425825.880670
547,425830.444401,422008.055673,425830.444401,425830.444401
548,425835.006251,422008.132242,425835.006251,425835.006251
549,425839.566215,422008.204299,425839.566215,425839.566215
550,425844.124285,422008.271837,425844.124285,425844.124285
551,425848.680456,422008.334852,425848.680456,425848.680456
552,425853.234724,422008.393338,425853.234724,425853.234724
553,425857.787081,422008.447288,425857.787081,425857.787081
554,425862.337522,422008.496697,425862.337522,425862.337522
555,425866.886041,422008.541559,425866.886041,425866.886041
556,425871.432633,422008.581868,425871.432633,425871.432633
557,425875.977291,422008.617619,425875.977291,425875.977291
558,425880.520010,422008.648806,425880.520010,425880.520010
559,425885.060785,422008.675423,425885.060785,425885.060785
560,425889.599609,422008.697464,425889.599609,425889.599609
561,425894.136477,422008.714924,425894.136477,425894.136477
562,425898.671382,422008.727797,425898.671382,425898.671382
563,425903.204320,422008.736077,425903.204320,425903.204320
564,425907.735284,422008.739758,425907.735284,425907.735284
565,425912.264269,422008.738835,425912.264269,425912.264269
566,425916.791269,422008.733301,425916.791269,425916.791269
567,425921.316277,422008.723152,425921.316277,425921.316277
568,425925.839290,422008.708382,425925.839290,425925.839290
569,425930.360300,422008.688984,425930.360300,425930.360300
570,425934.879302,422008.664953,425934.879302,425934.879302
571,425939.396290,422008.636283,425939.396290,425939.396290
572,425943.911259,422008.602969,425943.911259,425943.911259
573,425948.424202,422008.565005,425948.424202,425948.424202
574,425952.935115,422008.522385,425952.935115,425952.935115
575,425957.443990,422008.475103,425957.443990,425957.443990
576,425961.950824,422008.423154,425961.950824,425961.950824
577,425966.455609,422008.366532,425966.455609,425966.455609
578,425970.958341,422008.305232,425970.958341,425970.958341
579,425975.459013,422008.239247,425975.459013,425975.459013
580,425979.957619,422008.168571,425979.957619,425979.957619
581,425984.454155,422008.093201,425984.454155,425984.454155
582,425988.948614,422008.013128,425988.948614,425988.948614
583,425993.440991,422007.928349,425993.440991,425993.440991
584,425997.931280,422007.838856,425997.931280,425997.931280
585,426002.419475,422007.744645,426002.419475,426002.419475
586,426006.905570,422007.645710,426006.905570,426006.905570
587,426011.389561,422007.542045,426011.389561,426011.389561
588,426015.871440,422007.433644,426015.871440,426015.871440
589,426020.351203,422007.320502,426020.351203,426020.351203
590,426024.828844,422007.202613,426024.828844,426024.828844
591,426029.304357,422007.079972,426029.304357,426029.304357
592,426033.777737,422006.952572,426033.777737,426033.777737
593,426038.248977,422006.820409,426038.248977,426038.248977
594,426042.718072,422006.683475,426042.718072,426042.718072
595,426047.185017,422006.541767,426047.185017,426047.185017
596,426051.649805,422006.395278,426051.649805,426051.649805
597,426056.112432,422006.244002,426056.112432,426056.112432
598,426060.572891,422006.087934,426060.572891,426060.572891
599,426065.031177,422005.927068,426065.031177,426065.031177
600,426069.487284,422005.761399,426069.487284,426069.487284
601,426073.941207,422005.590920,426073.941207,426073.941207
602,426078.392939,422005.415627,426078.392939,426078.392939
603,426082.842475,422005.235514,426082.842475,426082.842475
604,426087.289811,422005.050574,426087.289811,426087.289811
605,426091.734939,422004.860803,426091.734939,426091.734939
606,426096.177854,422004.666194,426096.177854,426096.177854
607,426100.618551,422004.466743,426100.618551,426100.618551
608,426105.057024,422004.262443,426105.057024,426105.057024
609,426109.493267,422004.053289,426109.493267,426109.493267
610,426113.927275,422003.839275,426113.927275,426113.927275
611,426118.359042,422003.620396,426118.359042,426118.359042
612,426122.788563,422003.396646,426122.788563,426122.788563
613,426127.215831,422003.168019,426127.215831,426127.215831
614,426131.640842,422002.934510,426131.640842,426131.640842
615,426136.063589,422002.696114,426136.063589,426136.063589
616,426140.484068,422002.452824,426140.484068,426140.484068
617,426144.902272,422002.204635,426144.902272,426144.902272
618,426149.318196,422001.951541,426149.318196,426149.318196
619,426153.731834,422001.693537,426153.731834,426153.731834
620,426158.143180,422001.430618,426158.143180,426158.143180
621,426162.552230,422001.162777,426162.552230,426162.552230
622,426166.958977,422000.890010,426166.958977,426166.958977
623,426171.363416,422000.612310,426171.363416,426171.363416
624,426175.765541,422000.329671,426175.765541,426175.765541
625,426180.165347,422000.042090,426180.165347,426180.165347
626,426184.562828,421999.749559,426184.562828,426184.562828
627,426188.957979,421999.452073,426188.957979,426188.957979
628,426193.350794,421999.149627,426193.350794,426193.350794
629,426197.741267,421998.842215,426197.741267,426197.741267
630,426202.129392,421998.529831,426202.129392,426202.129392
631,426206.515165,421998.212471,426206.515165,426206.515165
632,426210.898580,421997.890128,426210.898580,426210.898580
633,426215.279631,421997.562797,426215.279631,426215.279631
634,426219.658313,421997.230473,426219.658313,426219.658313
635,426224.034619,421996.893149,426224.034619,426224.034619
636,426228.408545,421996.550820,426228.408545,426228.408545
637,426232.780085,421996.203482,426232.780085,426232.780085
638,426237.149233,421995.851127,426237.149233,426237.149233
639,426241.515984,421995.493752,426241.515984,426241.515984
640,426245.880333,421995.131349,426245.880333,426245.880333
641,426250.242273,421994.763914,426250.242273,426250.242273
642,426254.601799,421994.391441,426254.601799,426254.601799
643,426258.958907,421994.013925,426258.958907,426258.958907
644,426263.313589,421993.631360,426263.313589,426263.313589
645,426267.665841,421993.243740,426267.665841,426267.665841
646,426272.015657,421992.851061,426272.015657,426272.015657
647,426276.363032,421992.453316,426276.363032,426276.363032
648,426280.707960,421992.050500,426280.707960,426280.707960
649,426285.050436,421991.642608,426285.050436,426285.050436
650,426289.390453,421991.229634,426289.390453,426289.390453
651,426293.728007,421990.811573,426293.728007,426293.728007
652,426298.063093,421990.388418,426298.063093,426298.063093
653,426302.395704,421989.960166,426302.395704,426302.395704
654,426306.725835,421989.526809,426306.725835,426306.725835
655,426311.053480,421989.088343,426311.053480,426311.053480
656,426315.378635,421988.644762,426315.378635,426315.378635
657,426319.701294,421988.196061,426319.701294,426319.701294
658,426324.021450,421987.742234,426324.021450,426324.021450
659,426328.339099,421987.283276,426328.339099,426328.339099
660,426332.654236,421986.819182,426332.654236,426332.654236
661,426336.966854,421986.349945,426336.966854,426336.966854
662,426341.276949,421985.875560,426341.276949,426341.276949
663,426345.584514,421985.396023,426345.584514,426345.584514
664,426349.889544,421984.911327,426349.889544,426349.889544
665,426354.192035,421984.421467,426354.192035,426354.192035
666,426358.491980,421983.926437,426358.491980,426358.491980
667,426362.789374,421983.426233,426362.789374,426362.789374
668,426367.084211,421982.920849,426367.084211,426367.084211
669,426371.376487,421982.410278,426371.376487,426371.376487
670,426375.666195,421981.894517,426375.666195,426375.666195
671,426379.953330,421981.373559,426379.953330,426379.953330
672,426384.237887,421980.847399,426384.237887,426384.237887
673,426388.519860,421980.316032,426388.519860,426388.519860
674,426392.799245,421979.779452,426392.799245,426392.799245
675,426397.076035,421979.237653,426397.076035,426397.076035
676,426401.350224,421978.690631,426401.350224,426401.350224
677,426405.621809,421978.138380,426405.621809,426405.621809
678,426409.890782,421977.580895,426409.890782,426409.890782
679,426414.157140,421977.018169,426414.157140,426414.157140
680,426418.420876,421976.450199,426418.420876,426418.420876
681,426422.681984,421975.876977,426422.681984,426422.681984
682,426426.940461,421975.298500,426426.940461,426426.940461
683,426431.196299,421974.714761,426431.196299,426431.196299
684,426435.449495,421974.125755,426435.449495,426435.449495
685,426439.700042,421973.531478,426439.700042,426439.700042
686,426443.947934,421972.931922,426443.947934,426443.947934
687,426448.193168,421972.327084,426448.193168,426448.193168
688,426452.435736,421971.716957,426452.435736,426452.435736
689,426456.675635,421971.101537,426456.675635,426456.675635
690,426460.912858,421970.480817,426460.912858,426460.912858
691,426465.147400,421969.854794,426465.147400,426465.147400
692,426469.379255,421969.223460,426469.379255,426469.379255
693,426473.608419,421968.586811,426473.608419,426473.608419
694,426477.834887,421967.944842,426477.834887,426477.834887
695,426482.058651,421967.297547,426482.058651,426482.058651
696,426486.279708,421966.644921,426486.279708,426486.279708
697,426490.498052,421965.986958,426490.498052,426490.498052
698,426494.713678,421965.323654,426494.713678,426494.713678
699,426498.926580,421964.655002,426498.926580,426498.926580
700,426503.136753,421963.980998,426503.136753,426503.136753
701,426507.344191,421963.301636,426507.344191,426507.344191
702,426511.548890,421962.616911,426511.548890,426511.548890
703,426515.750192,421961.926925,426515.750192,426515.750192
704,426519.949394,421961.231458,426519.949394,426519.949394
705,426524.145841,421960.530613,426524.145841,426524.145841
706,426528.339527,421959.824383,426528.339527,426528.339527
707,426532.530447,421959.112763,426532.530447,426532.530447
708,426536.718594,421958.395749,426536.718594,426536.718594
709,426540.903965,421957.673334,426540.903965,426540.903965
710,426545.086553,421956.945513,426545.086553,426545.086553
711,426549.266354,421956.212282,426549.266354,426549.266354
712,426553.443362,421955.473634,426553.443362,426553.443362
713,426557.617572,421954.729565,426557.617572,426557.617572
714,426561.788978,421953.980070,426561.788978,426561.788978
715,426565.957575,421953.225142,426565.957575,426565.957575
716,426570.123359,421952.464777,426570.123359,426570.123359
717,426574.286323,421951.698969,426574.286323,426574.286323
718,426578.446462,421950.927714,426578.446462,426578.446462
719,426582.603772,421950.151005,426582.603772,426582.603772
720,426586.758246,421949.368838,426586.758246,426586.758246
721,426590.909880,421948.581208,426590.909880,426590.909880
722,426595.058668,421947.788109,426595.058668,426595.058668
723,426599.204605,421946.989535,426599.204605,426599.204605
724,426603.347686,421946.185483,426603.347686,426603.347686
725,426607.487905,421945.375945,426607.487905,426607.487905
726,426611.625258,421944.560918,426611.625258,426611.625258
727,426615.759739,421943.740396,426615.759739,426615.759739
728,426619.891342,421942.914374,426619.891342,426619.891342
729,426624.020063,421942.082846,426624.020063,426624.020063
730,426628.145897,421941.245807,426628.145897,426628.145897
731,426632.268837,421940.403253,426632.268837,426632.268837
732,426636.388880,421939.555177,426636.388880,426636.388880
733,426640.506019,421938.701575,426640.506019,426640.506019
734,426644.620249,421937.842441,426644.620249,426644.620249
735,426648.731566,421936.977771,426648.731566,426648.731566
736,426652.839963,421936.107559,426652.839963,426652.839963
737,426656.945437,421935.231799,426656.945437,426656.945437
738,426661.047980,421934.350487,426661.047980,426661.047980
739,426665.147590,421933.463618,426665.147590,426665.147590
740,426669.244259,421932.571185,426669.244259,426669.244259
741,426673.337984,421931.673185,426673.337984,426673.337984
742,426677.428758,421930.769612,426677.428758,426677.428758
743,426681.516577,421929.860461,426681.516577,426681.516577
744,426685.601435,421928.945726,426685.601435,426685.601435
745,426689.683328,421928.025402,426689.683328,426689.683328
746,426693.762249,421927.099485,426693.762249,426693.762249
747,426697.838195,421926.167969,426697.838195,426697.838195
748,426701.911159,421925.230849,426701.911159,426701.911159
749,426705.981137,421924.288119,426705.981137,426705.981137
750,426710.048123,421923.339775,426710.048123,426710.048123
